Pedido;Data Cadastro;Produto;Descrição Produto;Quantidade Compra;Unidade de Compra;Preço Unit. Compra;Fornecedor;Descrição Fornecedor;Situação Pedido;Previsão Entrega Inicial;Previsão Entrega Atual;Comprador;Nome Comprador;Condição Pagamento;Descrição Condição Pagamento;Data Recebimentos;Máscara de Entrada
57180;06/07/2023;1080;Bobina #24 Pi 0,65x1000mm;3.000,00;KG;11,96;20300;TEKNO S/A. CONSTRUCOES IND. E COM.;Atendido;24/07/2023;07/08/2023;109;Marcia - Compras;9;28/42 DIAS;14/08/2023;1.01.02.05.01.00003
59286;08/11/2023;1080;Bobina #24 Pi 0,65x1000mm;3.000,00;KG;11,96;20300;TEKNO S/A. CONSTRUCOES IND. E COM.;Atendido;04/12/2023;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;30/01/2024;1.01.02.05.01.00003
55501;07/03/2023;1081;Bobina #24 Pi 0,65x1200mm;2.755,00;KG;13,09;20300;TEKNO S/A. CONSTRUCOES IND. E COM.;Atendido;03/04/2023;11/04/2023;109;Marcia - Compras;9;28/42 DIAS;28/03/2023;1.01.02.05.01.00004
57179;06/07/2023;1081;Bobina #24 Pi 0,65x1200mm;3.000,00;KG;11,96;20300;TEKNO S/A. CONSTRUCOES IND. E COM.;Atendido;24/07/2023;07/08/2023;109;Marcia - Compras;9;28/42 DIAS;14/08/2023;1.01.02.05.01.00004
59714;06/12/2023;1081;Bobina #24 Pi 0,65x1200mm;3.000,00;KG;11,96;20300;TEKNO S/A. CONSTRUCOES IND. E COM.;Atendido;12/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;30/01/2024;1.01.02.05.01.00004
55388;28/02/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;10.000,00;KG;5,9;20878;PANATLANTICA CATARINENSE S.A.;Atendido;20/03/2023;20/03/2023;109;Marcia - Compras;12;28/42/56 DIAS;10/03/2023;1.01.01.08.01.00002
56179;28/04/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;7.513,00;KG;5,679;23882;GERDAU ACOS LONGOS S/A;Atendido;08/05/2023;12/05/2023;109;Marcia - Compras;14;30/45/60 DIAS;11/05/2023;1.01.01.08.01.00002
56391;16/05/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;1.550,00;KG;5,6722;23882;GERDAU ACOS LONGOS S/A;Atendido;22/05/2023;22/05/2023;109;Marcia - Compras;14;30/45/60 DIAS;19/05/2023;1.01.01.08.01.00002
56643;01/06/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;4.000,00;KG;5,75;24476;DOX BRASIL INDUSTRIA E COMERCIO DE ACOS S/A;Atendido;19/06/2023;19/06/2023;109;Marcia - Compras;14;30/45/60 DIAS;07/06/2023;1.01.01.08.01.00002
57058;30/06/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;10.000,00;KG;5,5;20878;PANATLANTICA CATARINENSE S.A.;Atendido;17/07/2023;17/07/2023;109;Marcia - Compras;12;28/42/56 DIAS;11/07/2023;1.01.01.08.01.00002
58075;30/08/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;10.000,00;KG;5,29;24303;DOX BRASIL INDUSTRIA E COMERCIO DE METAIS LTDA;Atendido;04/09/2023;04/09/2023;109;Marcia - Compras;14;30/45/60 DIAS;11/09/2023;1.01.01.08.01.00002
58577;28/09/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;2.000,00;KG;5,1;23840;MULTIACOS INDUSTRIA E COMERCIO DE PRODUTOS TECNICOS LTDA;Atendido;23/10/2023;23/10/2023;109;Marcia - Compras;14;30/45/60 DIAS;25/10/2023;1.01.01.08.01.00002
59159;31/10/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;10.000,00;KG;5,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;27/11/2023;27/11/2023;109;Marcia - Compras;12;28/42/56 DIAS;24/11/2023;1.01.01.08.01.00002
59931;18/12/2023;1113;Chapa 3,35(#10)1200x3000mm 1008/10;10.000,00;KG;5,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;29/01/2024;29/01/2024;109;Marcia - Compras;12;28/42/56 DIAS;04/03/2024;1.01.01.08.01.00002
56193;28/04/2023;1151;Chapa 12 Zn 2,70x1200x4000mm;3.000,00;KG;7,72;20878;PANATLANTICA CATARINENSE S.A.;Atendido;08/05/2023;08/05/2023;109;Marcia - Compras;12;28/42/56 DIAS;08/05/2023 - 12/05/2023;1.01.01.30.03.00002
57486;28/07/2023;1151;Chapa 12 Zn 2,70x1200x4000mm;2.000,00;KG;7,2;20878;PANATLANTICA CATARINENSE S.A.;Atendido;07/08/2023;07/08/2023;109;Marcia - Compras;12;28/42/56 DIAS;04/08/2023;1.01.01.30.03.00002
58050;29/08/2023;1151;Chapa 12 Zn 2,70x1200x4000mm;4.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;04/09/2023;04/09/2023;109;Marcia - Compras;12;28/42/56 DIAS;05/09/2023;1.01.01.30.03.00002
58809;11/10/2023;1151;Chapa 12 Zn 2,70x1200x4000mm;4.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;16/10/2023;16/10/2023;109;Marcia - Compras;12;28/42/56 DIAS;18/10/2023;1.01.01.30.03.00002
59179;31/10/2023;1151;Chapa 12 Zn 2,70x1200x4000mm;4.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;27/11/2023;27/11/2023;109;Marcia - Compras;12;28/42/56 DIAS;29/11/2023;1.01.01.30.03.00002
59951;18/12/2023;1151;Chapa 12 Zn 2,70x1200x4000mm;2.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;29/01/2024;29/01/2024;109;Marcia - Compras;12;28/42/56 DIAS;29/01/2024;1.01.01.30.03.00002
54821;25/01/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;3.000,00;KG;7,45;21946;MKRAFT COMERCIO DE METAIS LTDA;Atendido;26/01/2023;26/01/2023;109;Marcia - Compras;12;28/42/56 DIAS;27/01/2023;1.01.03.01.01.00002
54822;25/01/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;10.000,00;KG;6,55;21759;GERDAU ACOS LONGOS S.A.;Atendido;15/02/2023;15/02/2023;109;Marcia - Compras;101;14-21-28 dias;07/02/2023 - 10/02/2023;1.01.03.01.01.00002
54823;25/01/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;6.000,00;KG;6,55;21759;GERDAU ACOS LONGOS S.A.;Atendido;15/03/2023;15/04/2023;109;Marcia - Compras;101;14-21-28 dias;17/04/2023;1.01.03.01.01.00002
54824;25/01/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;6.000,00;KG;6,55;21759;GERDAU ACOS LONGOS S.A.;Atendido;17/04/2023;15/05/2023;109;Marcia - Compras;101;14-21-28 dias;17/04/2023;1.01.03.01.01.00002
55556;13/03/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;6.168,00;KG;6,5426;21759;GERDAU ACOS LONGOS S.A.;Atendido;29/05/2023;29/05/2023;109;Marcia - Compras;101;14-21-28 dias;30/05/2023;1.01.03.01.01.00002
57217;07/07/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;6.660,00;KG;6,5;23066;ARCELORMITTAL BRASIL S A;Atendido;03/08/2023;24/07/2023;109;Marcia - Compras;14;30/45/60 DIAS;26/07/2023;1.01.03.01.01.00002
57571;02/08/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;6.000,00;KG;6,5;23066;ARCELORMITTAL BRASIL S A;Atendido;28/08/2023;28/08/2023;109;Marcia - Compras;14;30/45/60 DIAS;16/08/2023;1.01.03.01.01.00002
58295;12/09/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;10.000,00;KG;6,36;21759;GERDAU ACOS LONGOS S.A.;Atendido;21/09/2023;21/09/2023;109;Marcia - Compras;101;14-21-28 dias;19/09/2023;1.01.03.01.01.00002
58983;20/10/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;12.000,00;KG;6,4104;21759;GERDAU ACOS LONGOS S.A.;Atendido;04/12/2023;04/12/2023;109;Marcia - Compras;101;14-21-28 dias;27/11/2023 - 05/12/2023;1.01.03.01.01.00002
58996;20/10/2023;1212;Viga I  Padrão Americana 4' 101,6 x 67,6 x 4,9 mm Primeira Alma 12 metros;10.336,00;KG;6,4103;21759;GERDAU ACOS LONGOS S.A.;Atendido;22/01/2024;22/01/2024;109;Marcia - Compras;101;14-21-28 dias;19/01/2024;1.01.03.01.01.00002
57758;10/08/2023;1213;Longarina U 4' 12m 1 alma - 203014;7.035,00;KG;6,3603;23079;GERDAU ACOS LONGOS S A;Atendido;28/08/2023;31/10/2023;109;Marcia - Compras;101;14-21-28 dias;23/10/2023;1.01.03.01.01.00004
58002;25/08/2023;1213;Longarina U 4' 12m 1 alma - 203014;5.000,00;KG;6,17;23066;ARCELORMITTAL BRASIL S A;Atendido;28/08/2023;28/08/2023;109;Marcia - Compras;14;30/45/60 DIAS;29/08/2023;1.01.03.01.01.00004
56604;31/05/2023;1237;Chapa 1,98(#14)1250x3000mmInox(304) Bri;122;KG;31,9;22091;INOX DO BRASIL COMERCIO DE ACO LTDA;Atendido;01/06/2023;01/06/2023;109;Marcia - Compras;46;28/35/42/56;01/06/2023;1.01.01.32.03.00003
58201;05/09/2023;1237;Chapa 1,98(#14)1250x3000mmInox(304) Bri;120;KG;30,8;22091;INOX DO BRASIL COMERCIO DE ACO LTDA;Atendido;13/09/2023;11/09/2023;109;Marcia - Compras;9;28/42 DIAS;11/09/2023;1.01.01.32.03.00003
58722;06/10/2023;1237;Chapa 1,98(#14)1250x3000mmInox(304) Bri;120;KG;30,8;22091;INOX DO BRASIL COMERCIO DE ACO LTDA;Atendido;09/10/2023;09/10/2023;109;Marcia - Compras;9;28/42 DIAS;10/10/2023;1.01.01.32.03.00003
56603;31/05/2023;1245;Tela Inox 430 espessura  2,5mm  Furo 23 mm;37,2;KG;49,5;22091;INOX DO BRASIL COMERCIO DE ACO LTDA;Atendido;01/06/2023;01/06/2023;109;Marcia - Compras;46;28/35/42/56;01/06/2023;1.01.01.32.04.00003
57460;27/07/2023;1245;Tela Inox 430 espessura  2,5mm  Furo 23 mm;10,5;KG;69,9;22091;INOX DO BRASIL COMERCIO DE ACO LTDA;Atendido;01/08/2023;01/08/2023;109;Marcia - Compras;7;30 DIAS;02/08/2023;1.01.01.32.04.00003
59982;19/12/2023;1245;Tela Inox 430 espessura  2,5mm  Furo 23 mm;21;KG;69,9;22091;INOX DO BRASIL COMERCIO DE ACO LTDA;Atendido;15/01/2024;15/01/2024;109;Marcia - Compras;9;28/42 DIAS;16/01/2024;1.01.01.32.04.00003
57367;21/07/2023;1255;Chapa EPS-01 50x1000x4000mm;50;PC;84,348;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;07/08/2023;07/08/2023;109;Marcia - Compras;9;28/42 DIAS;14/08/2023;1.03.02.01.01.00001
55048;07/02/2023;1256;Chapa EPS-01 50x417x4000mm;50;PC;35,502;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;20/02/2023;11/04/2023;109;Marcia - Compras;9;28/42 DIAS;11/04/2023;1.03.02.01.01.00002
55776;31/03/2023;1256;Chapa EPS-01 50x417x4000mm;160;PC;35,502;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;04/04/2023;12/04/2023;109;Marcia - Compras;9;28/42 DIAS;11/04/2023;1.03.02.01.01.00002
56406;17/05/2023;1256;Chapa EPS-01 50x417x4000mm;50;PC;34,077;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;12/06/2023;12/06/2023;109;Marcia - Compras;9;28/42 DIAS;09/06/2023;1.03.02.01.01.00002
57367;21/07/2023;1256;Chapa EPS-01 50x417x4000mm;100;PC;34,077;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;07/08/2023;07/08/2023;109;Marcia - Compras;9;28/42 DIAS;14/08/2023;1.03.02.01.01.00002
58120;31/08/2023;1256;Chapa EPS-01 50x417x4000mm;120;PC;34,077;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;11/09/2023;11/09/2023;109;Marcia - Compras;9;28/42 DIAS;14/09/2023;1.03.02.01.01.00002
58433;20/09/2023;1256;Chapa EPS-01 50x417x4000mm;120;PC;34,077;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;09/10/2023;09/10/2023;109;Marcia - Compras;9;28/42 DIAS;02/10/2023;1.03.02.01.01.00002
55048;07/02/2023;1257;Chapa EPS-01 60x417x4000mm;100;PC;43,951;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;20/02/2023;11/04/2023;109;Marcia - Compras;9;28/42 DIAS;11/04/2023;1.03.02.01.01.00005
55776;31/03/2023;1257;Chapa EPS-01 60x417x4000mm;50;PC;43,951;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;04/04/2023;12/04/2023;109;Marcia - Compras;9;28/42 DIAS;11/04/2023;1.03.02.01.01.00005
56406;17/05/2023;1257;Chapa EPS-01 60x417x4000mm;50;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;12/06/2023;12/06/2023;109;Marcia - Compras;9;28/42 DIAS;09/06/2023;1.03.02.01.01.00005
57398;25/07/2023;1257;Chapa EPS-01 60x417x4000mm;50;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;14/08/2023;14/08/2023;109;Marcia - Compras;9;28/42 DIAS;14/08/2023;1.03.02.01.01.00005
58120;31/08/2023;1257;Chapa EPS-01 60x417x4000mm;50;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;11/09/2023;11/09/2023;109;Marcia - Compras;9;28/42 DIAS;14/09/2023;1.03.02.01.01.00005
58433;20/09/2023;1257;Chapa EPS-01 60x417x4000mm;60;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;09/10/2023;09/10/2023;109;Marcia - Compras;9;28/42 DIAS;02/10/2023;1.03.02.01.01.00005
58911;18/10/2023;1257;Chapa EPS-01 60x417x4000mm;60;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;06/11/2023;06/11/2023;109;Marcia - Compras;9;28/42 DIAS;07/11/2023;1.03.02.01.01.00005
59247;08/11/2023;1257;Chapa EPS-01 60x417x4000mm;70;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;20/11/2023;20/11/2023;109;Marcia - Compras;9;28/42 DIAS;17/11/2023;1.03.02.01.01.00005
59832;12/12/2023;1257;Chapa EPS-01 60x417x4000mm;130;PC;42,193;20652;TECNOCELL  INDUSTRIAL  LTDA.;Atendido;15/01/2024;22/01/2024;109;Marcia - Compras;9;28/42 DIAS;23/01/2024;1.03.02.01.01.00005
55326;24/02/2023;1279;Chapa PU 50x415x3000mm;78;PC;107,68;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;20/03/2023;20/03/2023;109;Marcia - Compras;9;28/42 DIAS;17/03/2023;1.03.03.01.01.00008
58341;13/09/2023;1279;Chapa PU 50x415x3000mm;78;PC;104,7;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;27/09/2023;27/09/2023;109;Marcia - Compras;9;28/42 DIAS;29/09/2023;1.03.03.01.01.00008
59249;08/11/2023;1279;Chapa PU 50x415x3000mm;80;PC;104,7;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;13/11/2023;13/11/2023;109;Marcia - Compras;9;28/42 DIAS;08/12/2023;1.03.03.01.01.00008
55326;24/02/2023;1280;Chapa PU 60x415x3000mm - 36/40;66;PC;129,14;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;20/03/2023;20/03/2023;109;Marcia - Compras;9;28/42 DIAS;17/03/2023;1.03.03.01.01.00009
55326;24/02/2023;1281;Chapa PU 50x1000x3000mm - 36/40;26;PC;259,46;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;20/03/2023;20/03/2023;109;Marcia - Compras;9;28/42 DIAS;17/03/2023;1.03.03.01.01.00010
58341;13/09/2023;1281;Chapa PU 50x1000x3000mm - 36/40;20;PC;252,36;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;27/09/2023;27/09/2023;109;Marcia - Compras;9;28/42 DIAS;29/09/2023;1.03.03.01.01.00010
59244;08/11/2023;1281;Chapa PU 50x1000x3000mm - 36/40;50;PC;252,36;21009;BULLTRADE INDUSTRIAL LTDA.;Atendido;13/11/2023;04/12/2023;109;Marcia - Compras;9;28/42 DIAS;08/12/2023;1.03.03.01.01.00010
55839;05/04/2023;1361;Perfil Al Divisoria 4300mm  Liga 6063-T6C - REF CBA - E-1381/CSSKU CBA: 6124448;112;PC;33,9;20261;CIA. BRASILEIRA DE ALUMINIO;Atendido;12/04/2023;17/04/2023;104;Jonas Linshalm;3;10 DIAS;17/04/2023;1.02.03.01.04.00001
54770;20/01/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;400;KG;31;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;13/02/2023;20/02/2023;109;Marcia - Compras;11;28/35/42 DIAS;15/02/2023;1.99.04.01.04.00001
55220;17/02/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;600;KG;32,55;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;20/03/2023;11/04/2023;109;Marcia - Compras;11;28/35/42 DIAS;07/03/2023 - 05/04/2023;1.99.04.01.04.00001
55953;13/04/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;400;KG;32,55;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;15/05/2023;12/06/2023;109;Marcia - Compras;11;28/35/42 DIAS;09/06/2023;1.99.04.01.04.00001
56820;15/06/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;800;KG;32,55;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;03/07/2023;03/07/2023;109;Marcia - Compras;11;28/35/42 DIAS;06/07/2023;1.99.04.01.04.00001
56821;15/06/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;600;KG;31;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;10/07/2023;07/08/2023;109;Marcia - Compras;11;28/35/42 DIAS;14/08/2023;1.99.04.01.04.00001
57829;16/08/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;600;KG;31;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;04/09/2023;11/09/2023;109;Marcia - Compras;11;28/35/42 DIAS;15/09/2023;1.99.04.01.04.00001
57830;16/08/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;600;KG;31;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;15/09/2023;16/10/2023;109;Marcia - Compras;11;28/35/42 DIAS;11/10/2023 - 13/10/2023;1.99.04.01.04.00001
59070;25/10/2023;1372;Rebite AlMc4,76x12,7 3/16x1/2CbLenCabeca Lentilha / Liga 1350........Com Ponta / Nao Oleado!............;1.000,00;KG;31;20872;LAMINACAO DE METAIS CLEMENTE LTDA.;Atendido;01/12/2023;30/11/2023;109;Marcia - Compras;11;28/35/42 DIAS;24/11/2023;1.99.04.01.04.00001
57836;16/08/2023;1373;Rebite AlMc4,76x15,88 3/16x5/8CbLen;5;KG;76,68;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;17/08/2023;28/08/2023;55;Gabriel André Bertram;6;28 DIAS;28/08/2023;1.99.04.01.04.00020
56714;09/06/2023;1375;Rebite AlMc6,35x12,7 1/4x1/2CbLen;15;KG;81,3;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;03/07/2023;03/07/2023;55;Gabriel André Bertram;26;28/56;14/06/2023;1.04.04.01.01.00008
54802;24/01/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;5;MIL;107,8;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;01/02/2023;01/02/2023;55;Gabriel André Bertram;6;28 DIAS;26/01/2023;1.99.04.01.04.00002
55304;24/02/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;10;MIL;107,8;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;02/03/2023;02/03/2023;55;Gabriel André Bertram;26;28/56;02/03/2023;1.99.04.01.04.00002
56236;04/05/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;5;MIL;107,8;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;12/06/2023;12/06/2023;55;Gabriel André Bertram;26;28/56;10/05/2023;1.99.04.01.04.00002
56801;14/06/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;10;MIL;77;20283;REFAL IND.COM.REBITES REBITAD. LTDA;Atendido;24/07/2023;26/06/2023;55;Gabriel André Bertram;6;28 DIAS;19/07/2023;1.99.04.01.04.00002
56871;19/06/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;5;MIL;107,8;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;22/06/2023;22/06/2023;55;Gabriel André Bertram;26;28/56;20/06/2023;1.99.04.01.04.00002
58127;31/08/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;10;MIL;107,8;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;25/09/2023;25/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;1.99.04.01.04.00002
58808;10/10/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;20;MIL;77;20283;REFAL IND.COM.REBITES REBITAD. LTDA;Atendido;01/11/2023;01/11/2023;55;Gabriel André Bertram;6;28 DIAS;24/11/2023;1.99.04.01.04.00002
59499;21/11/2023;1380;Rebite Prego Al 3,2x7,4 CbAbl REF - AD 429-S/A-380D;5;MIL;98,38;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;22/11/2023;23/11/2023;55;Gabriel André Bertram;6;28 DIAS;24/11/2023;1.99.04.01.04.00002
54851;27/01/2023;1383;Rebite Prego Al 4,8x10,2 CbAbl REF - AD 640-S/A-510D;2;MIL;246,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;13/02/2023;13/02/2023;55;Gabriel André Bertram;6;28 DIAS;30/01/2023;1.99.04.01.04.00004
55865;06/04/2023;1383;Rebite Prego Al 4,8x10,2 CbAbl REF - AD 640-S/A-510D;2;MIL;246,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;27/04/2023;27/04/2023;55;Gabriel André Bertram;26;28/56;11/04/2023;1.99.04.01.04.00004
56801;14/06/2023;1383;Rebite Prego Al 4,8x10,2 CbAbl REF - AD 640-S/A-510D;10;MIL;112;20283;REFAL IND.COM.REBITES REBITAD. LTDA;Atendido;03/07/2023;18/08/2023;55;Gabriel André Bertram;6;28 DIAS;16/08/2023;1.99.04.01.04.00004
56871;19/06/2023;1383;Rebite Prego Al 4,8x10,2 CbAbl REF - AD 640-S/A-510D;2;MIL;246,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;22/06/2023;22/06/2023;55;Gabriel André Bertram;26;28/56;20/06/2023;1.99.04.01.04.00004
57836;16/08/2023;1383;Rebite Prego Al 4,8x10,2 CbAbl REF - AD 640-S/A-510D;3;MIL;232,12;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;17/08/2023;28/08/2023;55;Gabriel André Bertram;6;28 DIAS;28/08/2023;1.99.04.01.04.00004
55868;06/04/2023;1385;Rebite Prego Al 4,8x18,5 CbAblREF REFAL - AD 673-S;4;CX;219,3;23894;L. F. SILVEIRA COMERCIO DE FERRAMENTAS LTDA;Atendido;24/04/2023;24/04/2023;55;Gabriel André Bertram;9;28/42 DIAS;26/04/2023;1.99.04.01.04.00005
56959;26/06/2023;1385;Rebite Prego Al 4,8x18,5 CbAblREF REFAL - AD 673-S;3;MIL;364;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;17/07/2023;17/07/2023;55;Gabriel André Bertram;26;28/56;30/06/2023;1.99.04.01.04.00005
58631;02/10/2023;1385;Rebite Prego Al 4,8x18,5 CbAblREF REFAL - AD 673-S;2;MIL;343,32;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;18/10/2023;18/10/2023;55;Gabriel André Bertram;6;28 DIAS;09/10/2023;1.99.04.01.04.00005
58837;11/10/2023;1385;Rebite Prego Al 4,8x18,5 CbAblREF REFAL - AD 673-S;3;MIL;327,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;16/10/2023;21/11/2023;55;Gabriel André Bertram;6;28 DIAS;21/11/2023;1.99.04.01.04.00005
59089;26/10/2023;1385;Rebite Prego Al 4,8x18,5 CbAblREF REFAL - AD 673-S;3;MIL;327,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;24/11/2023;24/11/2023;55;Gabriel André Bertram;6;28 DIAS;21/11/2023;1.99.04.01.04.00005
56271;09/05/2023;1387;Rebite Prego Al 6,2x16,5 CbAblREF REFAL - AD 865-S;1;MIL;545,7;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;22/05/2023;22/05/2023;55;Gabriel André Bertram;26;28/56;10/05/2023;1.99.04.01.04.00006
56801;14/06/2023;1387;Rebite Prego Al 6,2x16,5 CbAblREF REFAL - AD 865-S;2;MIL;246;20283;REFAL IND.COM.REBITES REBITAD. LTDA;Atendido;03/07/2023;26/06/2023;55;Gabriel André Bertram;6;28 DIAS;23/06/2023;1.99.04.01.04.00006
57662;08/08/2023;1387;Rebite Prego Al 6,2x16,5 CbAblREF REFAL - AD 865-S;5;MIL;246;20283;REFAL IND.COM.REBITES REBITAD. LTDA;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;28/08/2023;1.99.04.01.04.00006
57852;18/08/2023;1387;Rebite Prego Al 6,2x16,5 CbAblREF REFAL - AD 865-S;5;MIL;246;20283;REFAL IND.COM.REBITES REBITAD. LTDA;Atendido;15/09/2023;30/09/2023;55;Gabriel André Bertram;6;28 DIAS;10/10/2023;1.99.04.01.04.00006
56509;25/05/2023;1391;Rebite Rosca Int Aco CbPln 5/16x19,0;0,5;MIL;600;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;01/06/2023;09/06/2023;55;Gabriel André Bertram;26;28/56;05/06/2023;1.11.12.03.03.00002
56705;07/06/2023;1391;Rebite Rosca Int Aco CbPln 5/16x19,0;0,5;MIL;600;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;03/07/2023;03/07/2023;55;Gabriel André Bertram;6;28 DIAS;03/07/2023;1.11.12.03.03.00002
